bishobisho_1,siegel,0,19-jan-04,scopal-adv-lex,びしょびしょ,びしょびしょ,,"bishobisho_1",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
sorosoro-adv,siegel,0,19-jan-04,isect-adv-lex,そろそろ,そろそろ,,"sorosoro",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
burei_2,siegel,0,19-jan-04,na-adj-lex,無礼,無礼,,"burei_2",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
ha-do_2,siegel,0,19-jan-04,na-adj-lex,ハード,ハード,,"ha-do_2",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
futei_2,siegel,0,19-jan-04,na-adj-lex,不定,不定,,"futei_2",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
sugoi_1,siegel,0,19-jan-04,i-adj-stem-lex,凄い,凄い,,"sugoi_1",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
mugoi_1,siegel,0,19-jan-04,i-adj-stem-lex,惨い,惨い,,"mugoi_1",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
bosotto_2,siegel,0,19-jan-04,scopal-adv-lex,ぼそっと,ぼそっと,,"bosotto_2",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
fuhen_2,siegel,0,19-jan-04,na-adj-lex,不変,不変,,"fuhen_2",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
guruguru_1,siegel,0,19-jan-04,scopal-adv-lex,ぐるぐる,ぐるぐる,,"guruguru_1",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
ookii-adj,siegel,0,19-jan-04,i-adj-stem-lex,大きい,大きい,,"ookii",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
meatarashii_1,siegel,0,19-jan-04,i-adj-stem-lex,目新しい,目新しい,,"meatarashii_1",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
kochikochi_1,siegel,0,19-jan-04,scopal-adv-lex,こちこち,こちこち,,"kochikochi_1",,,,,,,,,,,,,,,,JA,JP,,,,,1,Japanese,1
